customer_id,segment_name,Recency,Frequency,Monetary,engagement_score,ticket_count
CUST01019,Dormant,351,2,1151.0900000000001,21,1.0
CUST01020,Dormant,192,1,236.73,7,0.0
CUST01021,Dormant,52,3,1191.98,28,1.0
CUST01022,Dormant,313,2,1528.4,0,1.0
CUST01023,Dormant,265,1,948.21,34,0.0
CUST01024,Potential Loyalists,18,2,996.72,57,0.0
CUST01025,Champions,24,6,7672.870000000001,143,2.0
CUST01026,Dormant,126,2,759.58,61,1.0
CUST01027,Loyal Customers,59,5,4590.97,57,2.0
CUST01028,Dormant,234,1,2809.6,29,0.0
CUST01029,Loyal Customers,19,5,2874.62,22,2.0
CUST01030,Loyal Customers,60,12,9864.789999999999,58,0.0
CUST01031,At Risk,235,5,3089.5600000000004,22,1.0
CUST01032,Dormant,45,2,994.23,35,0.0
CUST01033,Loyal Customers,55,11,5721.55,21,4.0
CUST01034,Loyal Customers,46,10,6196.6,41,0.0
CUST01035,Champions,10,8,4307.32,34,1.0
CUST01036,At Risk,202,6,5297.63,43,0.0
CUST01037,Potential Loyalists,27,2,1802.65,34,0.0
CUST01038,At Risk,113,4,1834.46,21,1.0
CUST01039,Loyal Customers,18,4,2593.19,68,2.0
CUST01040,Dormant,191,1,594.23,6,1.0
CUST01041,Potential Loyalists,1,2,751.07,6,0.0
CUST01042,Potential Loyalists,35,2,1249.24,62,0.0
CUST01043,Dormant,135,1,464.25,4,0.0
CUST01044,Potential Loyalists,31,3,3450.2,8,0.0
CUST01045,Potential Loyalists,4,3,2304.71,17,0.0
CUST01046,Dormant,166,1,1032.89,4,1.0
CUST01047,Dormant,210,1,389.07,8,0.0
CUST01048,Dormant,189,1,616.59,57,1.0
CUST01049,Dormant,205,1,345.2,46,0.0
CUST01050,Loyal Customers,38,4,3112.21,54,0.0
CUST01051,Dormant,164,2,1390.63,31,1.0
CUST01052,Dormant,234,1,763.75,49,0.0
CUST01053,Dormant,207,2,2622.57,0,1.0
CUST01054,At Risk,237,5,2628.9300000000003,5,2.0
CUST01055,At Risk,267,4,4625.5599999999995,68,1.0
CUST01056,Loyal Customers,45,7,5364.88,13,2.0
CUST01057,Potential Loyalists,24,2,1334.53,19,1.0
CUST01058,Dormant,171,3,1535.77,5,2.0
CUST01059,Dormant,207,1,601.72,19,1.0
CUST01060,Loyal Customers,32,4,3439.38,9,1.0
CUST01061,Loyal Customers,3,4,2155.06,58,0.0
CUST01062,At Risk,355,5,2991.27,6,2.0
CUST01063,Potential Loyalists,30,3,1627.58,14,1.0
CUST01064,Loyal Customers,57,4,2049.1499999999996,38,0.0
CUST01065,Dormant,59,3,1607.17,18,1.0
CUST01066,Loyal Customers,31,4,2965.5299999999997,14,0.0
CUST01067,Champions,7,5,4606.679999999999,15,1.0
CUST01068,At Risk,191,5,3945.95,14,0.0
CUST01069,Dormant,53,2,3871.4700000000003,19,0.0
CUST01070,Champions,13,11,7739.12,6,2.0
CUST01071,Dormant,55,2,1287.3400000000001,44,0.0
CUST01072,Dormant,244,1,377.27,34,1.0
CUST01073,Dormant,141,3,4033.7000000000003,24,2.0
CUST01074,Dormant,175,3,1784.42,80,0.0
CUST01075,Dormant,87,2,1464.29,6,2.0
CUST01076,Champions,11,8,4484.14,12,1.0
CUST01077,Dormant,129,1,1080.77,5,0.0
CUST01078,Dormant,217,2,777.22,8,1.0
CUST01079,Dormant,238,1,1832.92,27,0.0
CUST01080,Dormant,178,3,1250.62,0,2.0
CUST01081,Champions,13,6,5326.09,0,1.0
CUST01082,Dormant,96,1,1181.66,20,0.0
CUST01083,Dormant,297,2,767.05,5,0.0
CUST01084,Loyal Customers,60,9,5090.81,19,1.0
CUST01085,Dormant,419,1,1786.06,7,0.0
CUST01086,Champions,38,6,4690.18,34,3.0
CUST01087,Dormant,63,1,839.43,8,1.0
CUST01088,Potential Loyalists,4,2,1174.46,55,0.0
CUST01089,Dormant,86,1,337.51,9,0.0
CUST01090,Dormant,205,2,1200.77,5,0.0
CUST01091,Dormant,148,1,505.4,45,1.0
CUST01092,At Risk,257,9,7556.9,14,2.0
CUST01093,Loyal Customers,20,5,2177.05,25,1.0
CUST01094,Loyal Customers,58,7,4686.0,8,3.0
CUST01095,Loyal Customers,25,4,2634.15,10,0.0
CUST01096,Champions,15,8,5848.84,60,2.0
CUST01097,At Risk,294,5,2841.22,29,0.0
CUST01098,Dormant,259,2,1964.25,12,1.0
CUST01099,Champions,7,11,7259.41,70,0.0
CUST01100,Potential Loyalists,19,3,1520.78,13,0.0
CUST01101,Dormant,71,1,732.91,14,0.0
CUST01102,Loyal Customers,55,8,4899.84,47,0.0
CUST01103,At Risk,137,4,2384.85,0,1.0
CUST01104,Champions,2,7,4508.23,40,1.0
CUST01105,Dormant,145,3,1353.63,44,1.0
CUST01106,Dormant,47,2,1648.8400000000001,90,0.0
CUST01107,Dormant,152,2,980.0699999999999,13,1.0
CUST01108,Loyal Customers,53,5,3662.24,8,1.0
CUST01109,Dormant,50,2,1011.0899999999999,49,0.0
CUST01110,At Risk,321,6,3554.06,4,1.0
CUST01111,At Risk,156,7,7703.55,7,3.0
CUST01112,Champions,10,5,3121.73,34,2.0
CUST01113,Champions,41,7,3568.85,45,2.0
CUST01114,Dormant,208,1,831.94,5,0.0
CUST01115,Champions,9,11,7450.88,17,5.0
CUST01116,Potential Loyalists,34,2,2501.7999999999997,53,1.0
CUST01117,Champions,29,10,7739.33,40,0.0
CUST01118,Loyal Customers,48,6,2962.7799999999997,0,2.0
CUST01119,Dormant,185,1,654.67,27,0.0
CUST01120,Champions,10,5,3335.16,41,1.0
CUST01121,Potential Loyalists,23,3,2102.81,0,0.0
CUST01122,Potential Loyalists,8,2,1694.55,48,0.0
CUST01123,Dormant,243,2,958.69,6,2.0
CUST01124,At Risk,233,9,5960.1,46,0.0
CUST01125,At Risk,306,5,4034.96,14,3.0
CUST01126,Dormant,54,3,4059.0,65,0.0
CUST01127,Dormant,191,2,774.6899999999999,6,0.0
CUST01128,Dormant,243,1,1108.73,26,0.0
CUST01129,Dormant,218,1,675.97,45,0.0
CUST01130,At Risk,160,4,2506.58,42,2.0
CUST01131,Champions,16,5,3988.9300000000003,25,3.0
CUST01132,Loyal Customers,58,7,6032.4800000000005,131,0.0
CUST01133,Dormant,97,2,779.1500000000001,57,0.0
CUST01134,Champions,1,8,6725.5,70,2.0
CUST01135,Dormant,154,3,3302.06,10,0.0
CUST01136,Champions,35,8,4771.79,7,5.0
CUST01137,Dormant,176,3,1483.05,61,3.0
CUST01138,At Risk,195,5,2475.44,11,1.0
CUST01139,Potential Loyalists,25,3,3551.06,22,0.0
CUST01140,Champions,36,7,6152.8,18,1.0
CUST01141,Dormant,176,1,691.6,9,1.0
CUST01142,Dormant,58,3,2106.45,121,0.0
CUST01143,Dormant,48,3,2317.4,5,0.0
CUST01144,Champions,10,5,5100.0599999999995,26,1.0
CUST01145,Dormant,244,3,1800.48,13,1.0
CUST01146,Champions,34,7,5655.33,52,0.0
CUST01147,Champions,10,8,6255.83,78,2.0
CUST01148,At Risk,189,9,6527.14,4,3.0
CUST01149,Loyal Customers,53,7,4258.59,0,1.0
CUST01150,At Risk,228,5,2478.69,17,1.0
CUST01151,At Risk,166,4,3131.54,6,1.0
CUST01152,Champions,13,9,8889.18,47,1.0
CUST01153,Dormant,94,1,714.43,49,1.0
CUST01154,Champions,2,6,4527.93,64,0.0
CUST01155,Loyal Customers,51,5,3050.8099999999995,52,2.0
CUST01156,Loyal Customers,44,5,2519.3900000000003,28,0.0
CUST01157,Champions,25,6,4286.4800000000005,53,2.0
CUST01158,Loyal Customers,15,4,4631.96,52,1.0
CUST01159,Champions,7,7,4797.0599999999995,10,2.0
CUST01160,Dormant,227,3,1700.8000000000002,10,1.0
CUST01161,At Risk,215,5,4953.99,31,2.0
CUST01162,Potential Loyalists,40,3,3028.83,5,0.0
CUST01163,Dormant,436,1,379.14,14,1.0
CUST01164,Dormant,98,1,965.68,67,0.0
CUST01165,Dormant,216,2,1690.75,20,0.0
CUST01166,Loyal Customers,102,4,3104.76,10,2.0
CUST01167,Champions,28,11,6958.25,13,1.0
CUST01168,Potential Loyalists,8,3,1299.57,36,0.0
CUST01169,Dormant,48,2,1610.46,76,1.0
CUST01170,Dormant,200,2,1210.01,13,1.0
CUST01171,Potential Loyalists,19,2,1179.55,22,0.0
CUST01172,Champions,19,12,11477.67,27,0.0
CUST01173,Champions,26,7,7099.030000000001,49,1.0
CUST01174,Dormant,150,3,1722.3700000000001,65,1.0
CUST01175,Loyal Customers,45,9,6896.39,43,0.0
CUST01176,Dormant,276,1,149.0,45,0.0
CUST01177,Champions,9,5,3190.53,0,0.0
CUST01178,Dormant,128,3,1298.14,72,0.0
CUST01179,Dormant,169,1,536.83,20,0.0
CUST01180,Dormant,58,3,2999.97,13,2.0
CUST01181,Dormant,198,1,296.32,9,1.0
CUST01182,Champions,13,6,4031.5,47,0.0
CUST01183,Loyal Customers,25,4,2836.54,0,1.0
CUST01184,Champions,20,6,3313.56,33,0.0
CUST01185,Champions,26,7,6083.03,4,2.0
CUST01186,Dormant,214,3,2962.35,4,1.0
CUST01187,Champions,26,5,3483.44,16,1.0
CUST01188,Dormant,153,2,688.52,56,2.0
CUST01189,Dormant,222,3,3126.0299999999997,44,1.0
CUST01190,Champions,35,5,4507.73,17,0.0
CUST01191,Dormant,113,1,510.71,4,0.0
CUST01192,Loyal Customers,51,5,3055.98,81,0.0
CUST01193,Dormant,518,1,270.13,0,0.0
CUST01194,At Risk,146,3,1852.1599999999999,9,2.0
CUST01195,Dormant,155,1,542.27,27,1.0
CUST01196,At Risk,172,3,3110.08,43,1.0
CUST01197,Dormant,138,2,406.22,16,0.0
CUST01198,Dormant,49,2,996.83,23,1.0
CUST01199,At Risk,420,3,2144.4,7,1.0
CUST01200,Dormant,51,2,1100.3,24,0.0
CUST01201,At Risk,219,7,5885.4,45,4.0
CUST01202,Dormant,193,1,650.67,37,0.0
CUST01203,Loyal Customers,59,3,842.47,22,1.0
CUST01204,Champions,17,8,4921.26,0,2.0
CUST01205,At Risk,323,4,1861.62,6,0.0
CUST01206,Dormant,134,1,819.46,65,0.0
CUST01207,Dormant,171,2,638.4200000000001,0,0.0
CUST01208,Loyal Customers,38,4,1928.58,4,0.0
CUST01209,Champions,4,9,4517.05,35,1.0
CUST01210,Dormant,327,1,429.55,0,0.0
CUST01211,Loyal Customers,52,6,4369.23,54,4.0
CUST01212,Champions,23,7,6134.99,0,2.0
CUST01213,Dormant,224,1,492.41,19,1.0
CUST01214,At Risk,185,4,5584.12,15,0.0
CUST01215,Champions,29,5,4449.57,0,0.0
CUST01216,Dormant,168,1,1022.33,70,0.0
CUST01217,Dormant,224,2,1295.0,40,0.0
CUST01218,Champions,7,7,4839.62,34,1.0
CUST01219,Loyal Customers,20,3,1368.38,21,2.0
CUST01220,Dormant,159,1,1095.74,5,0.0
CUST01221,Loyal Customers,29,4,2504.8,26,0.0
CUST01222,Loyal Customers,12,4,2229.4500000000003,0,0.0
CUST01223,At Risk,179,6,3738.91,5,1.0
CUST01224,Dormant,94,1,1005.1,37,0.0
CUST01225,Dormant,158,1,620.28,22,1.0
CUST01226,Loyal Customers,98,4,2967.87,43,2.0
CUST01227,Loyal Customers,104,5,2824.19,59,1.0
CUST01228,At Risk,273,4,2998.23,7,0.0
CUST01229,At Risk,208,4,1965.74,24,1.0
CUST01230,Dormant,173,2,1398.63,10,0.0
CUST01231,Loyal Customers,15,4,2051.59,0,0.0
CUST01232,Dormant,244,2,906.6800000000001,46,0.0
CUST01233,Champions,12,9,8057.13,52,1.0
CUST01234,At Risk,176,3,2999.91,15,0.0
CUST01235,At Risk,222,5,3111.29,16,0.0
CUST01236,Champions,33,11,6340.12,50,1.0
CUST01237,At Risk,164,3,1474.19,4,1.0
CUST01238,Loyal Customers,46,7,5105.49,4,1.0
CUST01239,Potential Loyalists,11,2,2242.2200000000003,46,0.0
CUST01240,Dormant,80,1,434.11,57,0.0
CUST01241,Dormant,57,2,505.20000000000005,43,0.0
CUST01242,Loyal Customers,58,10,11607.81,0,2.0
CUST01243,At Risk,135,3,1470.48,57,1.0
CUST01244,Champions,24,6,4620.29,46,1.0
CUST01245,Dormant,316,2,1283.42,8,0.0
CUST01246,Loyal Customers,23,4,3353.49,5,1.0
CUST01247,Loyal Customers,40,4,3108.17,69,1.0
CUST01248,Dormant,49,2,2081.32,34,0.0
CUST01249,Champions,15,6,4053.69,67,0.0
CUST01250,Potential Loyalists,42,2,2250.91,0,1.0
CUST01251,At Risk,113,11,6352.58,16,4.0
CUST01252,Loyal Customers,99,4,2575.58,4,0.0
CUST01253,Dormant,160,2,2035.62,82,0.0
CUST01254,Loyal Customers,12,3,3087.35,21,1.0
CUST01255,Potential Loyalists,30,2,2558.23,45,1.0
CUST01256,Dormant,347,1,564.83,19,1.0
CUST01257,Loyal Customers,88,5,3430.98,25,2.0
CUST01258,At Risk,311,7,4454.38,29,1.0
CUST01259,At Risk,155,6,4645.31,0,3.0
CUST01260,Potential Loyalists,12,2,1544.69,26,0.0
CUST01261,Loyal Customers,21,3,1007.37,4,0.0
CUST01262,Dormant,86,1,195.09,61,0.0
CUST01263,Champions,15,11,7575.91,26,3.0
CUST01264,Dormant,112,2,2890.16,29,0.0
CUST01265,Loyal Customers,4,4,2608.96,55,0.0
CUST01266,Champions,41,8,6138.87,55,2.0
CUST01267,Loyal Customers,49,9,6217.47,9,1.0
CUST01268,Loyal Customers,80,7,6083.44,31,2.0
CUST01269,Potential Loyalists,31,2,1116.62,15,0.0
CUST01270,Potential Loyalists,16,2,535.01,17,1.0
CUST01271,Potential Loyalists,12,2,1285.54,41,0.0
CUST01272,Potential Loyalists,13,2,2481.63,6,0.0
CUST01273,Dormant,210,2,1602.01,6,1.0
CUST01274,Champions,19,8,6462.28,71,3.0
CUST01275,Loyal Customers,53,4,3098.1,93,1.0
CUST01276,Loyal Customers,25,6,3093.02,16,1.0
CUST01277,At Risk,160,5,3500.13,25,0.0
CUST01278,Loyal Customers,57,5,2929.04,6,1.0
CUST01279,Dormant,162,1,1494.42,16,1.0
CUST01280,Loyal Customers,45,9,8496.5,25,0.0
CUST01281,At Risk,276,3,1971.02,30,0.0
CUST01282,Dormant,139,1,499.65,20,1.0
CUST01283,Loyal Customers,101,10,6697.49,48,3.0
CUST01284,At Risk,253,5,4033.89,7,1.0
CUST01285,At Risk,185,8,6478.76,11,1.0
CUST01286,Loyal Customers,22,4,2484.92,9,0.0
CUST01287,Champions,5,5,3139.93,13,1.0
CUST01288,Dormant,193,1,486.14,0,0.0
CUST01289,Loyal Customers,7,4,3429.63,46,0.0
CUST01290,Loyal Customers,2,4,2817.87,51,0.0
CUST01291,Loyal Customers,25,5,2781.77,14,1.0
CUST01292,Loyal Customers,11,3,2891.04,19,0.0
CUST01293,Champions,19,8,5379.42,0,1.0
CUST01294,Potential Loyalists,22,2,1117.3899999999999,69,0.0
CUST01295,At Risk,182,4,12408.61,73,1.0
CUST01296,Loyal Customers,5,3,2641.67,8,0.0
CUST01297,Loyal Customers,3,6,3084.59,26,2.0
CUST01298,At Risk,390,4,1161.46,0,1.0
CUST01299,At Risk,232,3,2011.06,59,0.0
CUST01300,Champions,34,9,4951.68,60,1.0
CUST01301,At Risk,146,4,1662.8999999999999,18,2.0
CUST01302,Champions,30,9,7115.13,33,0.0
CUST01303,Dormant,81,2,1442.63,16,2.0
CUST01304,Loyal Customers,26,6,2819.6800000000003,54,1.0
CUST01305,Dormant,111,1,311.4,34,0.0
CUST01306,Champions,40,7,7826.82,11,1.0
CUST01307,Dormant,295,2,1179.22,18,0.0
CUST01308,At Risk,180,3,2085.04,24,0.0
CUST01309,Champions,1,8,4131.1,11,0.0
CUST01310,Loyal Customers,58,6,4660.18,47,3.0
CUST01311,Champions,11,7,4950.09,6,1.0
CUST01312,Loyal Customers,53,6,5456.15,38,0.0
CUST01313,Champions,41,8,7816.55,34,1.0
CUST01314,Champions,18,6,4916.42,30,2.0
CUST01315,Dormant,283,1,473.31,4,0.0
CUST01316,Dormant,181,1,407.44,68,1.0
CUST01317,At Risk,317,4,3389.0,4,0.0
CUST01318,Dormant,191,2,911.45,12,0.0
CUST01319,Potential Loyalists,24,2,1224.1,55,0.0
CUST01320,At Risk,211,3,1828.6799999999998,40,1.0
CUST01321,Champions,36,8,4480.23,46,3.0
CUST01322,At Risk,157,4,3476.6,14,0.0
CUST01323,At Risk,337,3,1273.29,21,0.0
CUST01324,Dormant,288,1,967.23,6,0.0
CUST01325,Champions,28,8,8601.32,4,2.0
CUST01326,At Risk,192,3,4393.63,17,0.0
CUST01327,Champions,5,6,6707.79,58,0.0
CUST01328,Loyal Customers,34,4,3436.0299999999997,26,0.0
CUST01329,Champions,6,6,3260.46,32,1.0
CUST01330,Champions,4,6,5424.99,37,1.0
CUST01331,Loyal Customers,56,7,6201.48,42,2.0
CUST01332,Champions,8,6,5804.94,45,0.0
CUST01333,Dormant,108,1,420.65,8,0.0
CUST01334,At Risk,221,4,2962.17,6,1.0
CUST01335,Champions,29,8,6755.67,28,1.0
CUST01336,Dormant,62,2,910.6700000000001,0,0.0
CUST01337,Potential Loyalists,6,2,1695.5300000000002,88,0.0
CUST01338,Dormant,68,1,232.88,87,1.0
CUST01339,Dormant,223,1,450.33,22,1.0
CUST01340,Dormant,137,1,624.33,21,0.0
CUST01341,Dormant,99,1,395.13,21,0.0
CUST01342,At Risk,145,3,2125.98,67,0.0
CUST01343,Champions,3,8,4969.94,15,1.0
CUST01344,Dormant,456,1,1054.04,20,0.0
CUST01345,Loyal Customers,18,3,4114.54,49,0.0
CUST01346,Champions,25,11,7141.32,35,2.0
CUST01347,Dormant,189,1,316.63,23,0.0
CUST01348,At Risk,201,4,2160.61,15,1.0
CUST01349,Champions,36,5,4006.6400000000003,0,0.0
CUST01350,Dormant,251,2,1242.73,5,1.0
CUST01351,Dormant,91,1,542.87,52,1.0
CUST01352,At Risk,184,7,5877.57,4,2.0
CUST01353,Potential Loyalists,21,2,875.0699999999999,4,1.0
CUST01354,Loyal Customers,7,3,1670.79,66,1.0
CUST01355,Loyal Customers,15,4,3034.98,15,0.0
CUST01356,Dormant,103,2,1149.21,0,1.0
CUST01357,At Risk,187,6,4681.22,11,0.0
CUST01358,Loyal Customers,12,3,2267.79,56,0.0
CUST01359,At Risk,167,5,3628.17,23,3.0
CUST01360,At Risk,221,8,12310.69,35,2.0
CUST01361,Potential Loyalists,40,2,1394.67,29,0.0
CUST01362,At Risk,141,4,2803.19,105,2.0
CUST01363,Champions,15,5,3348.52,45,0.0
CUST01364,Dormant,209,1,1261.0,13,0.0
CUST01365,Dormant,308,2,749.98,4,0.0
CUST01366,At Risk,159,6,3862.08,16,1.0
CUST01367,Dormant,117,1,363.62,57,1.0
CUST01368,Dormant,369,1,498.64,54,0.0
CUST01369,Loyal Customers,28,3,1987.3700000000001,49,1.0
CUST01370,Loyal Customers,48,4,4175.42,9,0.0
CUST01371,Loyal Customers,24,4,5626.71,25,1.0
CUST01372,Dormant,132,1,366.8,30,1.0
CUST01373,Dormant,106,1,291.54,20,0.0
CUST01374,Dormant,149,1,282.0,33,0.0
CUST01375,Loyal Customers,9,5,2961.63,22,0.0
CUST01376,Potential Loyalists,5,2,1173.88,29,0.0
CUST01377,Potential Loyalists,13,2,1222.72,40,1.0
CUST01378,Dormant,178,1,348.74,66,0.0
CUST01379,Dormant,247,1,2392.34,32,0.0
CUST01380,Champions,28,8,4291.17,7,1.0
CUST01381,Loyal Customers,57,9,6070.99,58,0.0
CUST01382,Loyal Customers,65,3,1589.74,22,1.0
CUST01383,Loyal Customers,4,5,2934.6099999999997,62,1.0
CUST01384,At Risk,206,6,7520.42,24,2.0
CUST01385,Champions,7,6,3144.83,42,1.0
CUST01386,Champions,25,7,7871.0,25,4.0
CUST01387,At Risk,189,7,6963.04,12,0.0
CUST01388,Dormant,131,2,3498.38,5,0.0
CUST01389,Loyal Customers,52,5,3418.09,32,1.0
CUST01390,Champions,4,5,4335.11,78,0.0
CUST01391,Loyal Customers,27,4,4170.52,41,1.0
CUST01392,Potential Loyalists,40,2,2074.31,8,0.0
CUST01393,At Risk,146,4,2203.42,0,0.0
CUST01394,Champions,18,6,6809.219999999999,64,0.0
CUST01395,Champions,32,7,6725.89,16,0.0
CUST01396,Dormant,188,1,826.44,11,1.0
CUST01397,Loyal Customers,48,8,6615.66,70,1.0
CUST01398,Dormant,118,1,1672.19,32,1.0
CUST01399,Champions,5,9,4800.65,61,2.0
CUST01400,Dormant,195,2,863.9,7,0.0
CUST01401,Loyal Customers,4,3,3231.27,17,0.0
CUST01402,Dormant,315,2,1474.48,0,1.0
CUST01403,At Risk,390,4,2287.41,5,0.0
CUST01404,At Risk,263,9,6788.52,67,2.0
CUST01405,Loyal Customers,41,4,2894.68,8,0.0
CUST01406,At Risk,283,5,5888.31,10,1.0
CUST01407,At Risk,200,3,1992.79,21,2.0
CUST01408,Dormant,368,2,792.08,0,0.0
CUST01409,Champions,24,6,3485.92,4,2.0
CUST01410,Loyal Customers,60,9,6311.650000000001,71,1.0
CUST01411,Champions,37,7,4800.9400000000005,0,2.0
CUST01412,Dormant,152,1,348.68,43,0.0
CUST01413,Dormant,295,1,623.43,15,0.0
CUST01414,Loyal Customers,52,5,3205.99,43,2.0
CUST01415,Dormant,55,2,1153.7,50,0.0
CUST01416,Champions,20,7,4723.1900000000005,59,5.0
CUST01417,At Risk,210,7,3650.18,13,2.0
CUST01418,Dormant,237,2,1190.06,49,0.0
CUST01419,Loyal Customers,52,4,2614.52,6,0.0
CUST01420,Champions,7,5,4651.29,70,1.0
CUST01421,Dormant,107,1,1155.37,81,1.0
CUST01422,Loyal Customers,28,5,2562.66,15,1.0
CUST01423,Loyal Customers,9,4,2782.71,21,0.0
CUST01424,Potential Loyalists,21,2,3009.8599999999997,16,0.0
CUST01425,Dormant,109,1,1148.76,20,0.0
CUST01426,Loyal Customers,13,3,2149.37,42,0.0
CUST01427,Champions,23,8,5054.69,49,4.0
CUST01428,Loyal Customers,25,3,1588.9099999999999,92,1.0
CUST01429,Champions,39,8,5236.96,27,3.0
CUST01430,Loyal Customers,45,4,2702.2,74,3.0
CUST01431,Dormant,73,2,2482.59,40,1.0
CUST01432,At Risk,163,3,1075.54,9,1.0
CUST01433,At Risk,169,4,2386.67,45,1.0
CUST01434,Champions,39,7,3210.12,31,2.0
CUST01435,Dormant,247,1,2210.82,0,0.0
CUST01436,Loyal Customers,60,3,2890.83,89,0.0
CUST01437,At Risk,307,5,4720.65,13,3.0
CUST01438,Dormant,218,2,2087.95,0,0.0
CUST01439,Champions,34,9,9011.16,29,2.0
CUST01440,Champions,5,7,8208.3,17,3.0
CUST01441,Dormant,383,1,472.82,5,0.0
CUST01442,Loyal Customers,55,5,3845.98,60,3.0
CUST01443,Champions,28,7,6202.36,6,0.0
CUST01444,Dormant,93,2,1096.85,11,0.0
CUST01445,At Risk,176,10,6651.53,9,1.0
CUST01446,At Risk,193,3,2796.4,34,0.0
CUST01447,Champions,11,6,3532.04,67,0.0
CUST01448,Dormant,294,2,1268.95,6,1.0
CUST01449,Loyal Customers,18,3,1448.54,21,1.0
CUST01450,At Risk,187,6,3188.3,9,1.0
CUST01451,Loyal Customers,2,3,2778.46,59,1.0
CUST01452,At Risk,177,4,5779.52,69,0.0
CUST01453,At Risk,143,4,4084.96,49,1.0
CUST01454,Loyal Customers,17,5,2872.15,13,1.0
CUST01455,At Risk,396,3,1376.1200000000001,0,1.0
CUST01456,Potential Loyalists,13,2,1988.42,51,1.0
CUST01457,At Risk,309,4,4798.75,0,0.0
CUST01458,Dormant,113,1,1462.88,6,0.0
CUST01459,Loyal Customers,45,7,5578.12,27,0.0
CUST01460,At Risk,189,4,2187.99,21,1.0
CUST01461,Loyal Customers,56,4,3000.34,21,0.0
CUST01462,Loyal Customers,31,3,1037.9,14,0.0
CUST01463,Dormant,417,2,987.71,5,1.0
CUST01464,Loyal Customers,35,4,4338.4,73,0.0
CUST01465,Loyal Customers,45,3,963.97,110,0.0
CUST01466,At Risk,117,4,2864.6,10,2.0
CUST01467,Dormant,150,2,649.13,24,0.0
CUST01468,Dormant,227,1,1034.31,29,0.0
CUST01469,Loyal Customers,19,4,2948.27,0,0.0
CUST01470,At Risk,302,4,2987.34,6,2.0
CUST01471,At Risk,138,6,3471.86,29,3.0
CUST01472,Champions,23,9,5477.46,19,2.0
CUST01473,Champions,23,7,4402.66,29,0.0
CUST01474,Dormant,122,2,959.29,44,2.0
CUST01475,Dormant,175,1,650.36,0,1.0
CUST01476,At Risk,188,3,1923.93,0,2.0
CUST01477,Champions,26,7,4199.58,17,2.0
CUST01478,Loyal Customers,101,5,5291.51,51,1.0
CUST01479,Champions,29,6,4142.6,0,0.0
CUST01480,Dormant,408,1,682.11,12,0.0
CUST01481,At Risk,183,4,3016.96,16,1.0
CUST01482,At Risk,219,5,5965.95,4,1.0
CUST01483,Loyal Customers,47,9,4372.67,26,2.0
CUST01484,At Risk,172,3,1606.77,4,0.0
CUST01485,At Risk,130,3,2973.96,25,1.0
CUST01486,Dormant,109,1,770.52,34,0.0
CUST01487,At Risk,293,5,2548.9700000000003,5,2.0
CUST01488,Loyal Customers,94,6,2851.24,92,2.0
CUST01489,Champions,25,6,6069.19,45,1.0
CUST01490,At Risk,183,7,5285.2,13,2.0
CUST01491,Loyal Customers,53,5,5704.9,34,2.0
CUST01492,Champions,9,5,5850.42,66,3.0
CUST01493,Loyal Customers,43,3,2016.38,0,0.0
CUST01494,At Risk,326,4,1888.54,7,1.0
CUST01495,Champions,38,7,4320.469999999999,0,1.0
CUST01496,Potential Loyalists,16,2,1574.18,57,0.0
CUST01497,Champions,20,6,3879.41,34,1.0
CUST01498,Champions,31,8,5154.349999999999,94,1.0
CUST01499,At Risk,194,5,4317.6,19,0.0
CUST01500,Champions,23,6,4081.71,48,0.0
CUST01501,Dormant,127,2,646.4300000000001,40,2.0
CUST01502,Loyal Customers,58,3,1698.54,88,1.0
CUST01503,At Risk,151,4,2509.01,47,1.0
CUST01504,At Risk,213,3,1436.96,0,2.0
CUST01505,Dormant,58,2,1100.77,11,0.0
CUST01506,At Risk,201,4,2676.48,20,2.0
CUST01507,At Risk,186,5,4142.6,34,2.0
CUST01508,Potential Loyalists,26,2,1347.03,70,0.0
CUST01509,Loyal Customers,40,5,2921.37,126,2.0
CUST01510,Dormant,193,2,1667.1,47,0.0
CUST01511,Loyal Customers,53,5,4446.95,62,2.0
CUST01512,Champions,7,9,7963.07,21,2.0
CUST01513,Dormant,192,1,1062.28,0,0.0
CUST01514,Loyal Customers,5,4,1891.2,35,0.0
CUST01515,Champions,38,7,5880.29,27,0.0
CUST01516,Dormant,233,1,421.68,73,1.0
CUST01517,At Risk,148,4,1921.46,16,2.0
CUST01518,Dormant,546,1,569.86,6,0.0
CUST01519,Champions,39,6,5143.28,0,0.0
CUST01520,Potential Loyalists,17,2,921.8499999999999,62,0.0
CUST01521,Loyal Customers,14,3,1626.35,12,0.0
CUST01522,Dormant,129,1,882.29,9,0.0
CUST01523,Champions,35,6,4534.55,4,1.0
CUST01524,Potential Loyalists,34,2,2947.84,34,1.0
CUST01525,Loyal Customers,11,5,2503.9199999999996,5,0.0
CUST01526,Champions,20,5,4209.43,50,2.0
CUST01527,At Risk,387,3,2802.84,7,0.0
CUST01528,Dormant,166,1,424.84,56,1.0
CUST01529,Dormant,255,1,1455.91,0,0.0
CUST01530,At Risk,243,5,4146.860000000001,34,2.0
CUST01531,Dormant,283,2,1077.94,17,2.0
CUST01532,At Risk,220,6,2788.44,34,1.0
CUST01533,Dormant,228,1,697.43,43,0.0
CUST01534,Loyal Customers,10,4,2557.49,37,0.0
